Date,Customer Acquisition Type,State,Product,Price,Units,Revenue,Delivery Performance,Return,Customer Satisfaction,,,,,,,,,,,
20-06-2019,Returning,Alabama,Product 1,499,4,1996,delayed,no,(3) ok,,,,,,,,,,,
22-06-2019,Returning,North Carolina,Product 1,499,5,2495,delayed,no,(2) low,,,,,,,,,,,
25-06-2019,Returning,Georgia,Product 1,499,6,2994,on-time,no,(1) very low,,,,,,,,,,,
25-06-2019,Returning,Florida,Product 1,499,8,3992,on-time,yes,(3) ok,,,,,,,,,,,
26-06-2019,Returning,South Carolina,Product 1,499,8,3992,on-time,no,(3) ok,,,,,,,,,,,
27-06-2019,Returning,Alabama,Product 1,499,9,4491,on-time,no,(3) ok,,,,,,,,,,,
27-06-2019,Returning,Georgia,Product 1,499,1,499,on-time,no,(4) high,,,,,,,,,,,
27-06-2019,Returning,South Carolina,Product 1,499,1,499,on-time,no,(3) ok,,,,,,,,,,,
28-06-2019,Returning,North Carolina,Product 1,499,1,499,on-time,no,(3) ok,,,,,,,,,,,
29-06-2019,Returning,Georgia,Product 1,499,1,499,on-time,yes,(2) low,,,,,,,,,,,
30-06-2019,Returning,Mississippi,Product 1,499,10,4990,delayed,no,(1) very low,,,,,,,,,,,
01-07-2019,Returning,North Carolina,Product 1,499,4,1996,on-time,no,(3) ok,,,,,,,,,,,
06-07-2019,Returning,Georgia,Product 1,499,1,499,on-time,no,(3) ok,,,,,,,,,,,
10-07-2019,Returning,Georgia,Product 1,499,3,1497,on-time,no,(3) ok,,,,,,,,,,,
11-07-2019,Returning,Florida,Product 1,499,7,3493,on-time,no,(2) low,,,,,,,,,,,
11-07-2019,Returning,Georgia,Product 1,499,7,3493,on-time,no,(4) high,,,,,,,,,,,
11-07-2019,Returning,Florida,Product 1,499,1,499,on-time,no,(3) ok,,,,,,,,,,,
14-07-2019,Returning,South Carolina,Product 1,499,9,4491,on-time,no,(2) low,,,,,,,,,,,
16-07-2019,Returning,Georgia,Product 1,499,5,2495,on-time,no,(3) ok,,,,,,,,,,,
18-07-2019,Returning,Mississippi,Product 1,499,3,1497,on-time,no,(4) high,,,,,,,,,,,
18-07-2019,Returning,Mississippi,Product 1,499,9,4491,on-time,no,(3) ok,,,,,,,,,,,
25-07-2019,Returning,Tennessee,Product 1,499,3,1497,delayed,no,(1) very low,,,,,,,,,,,
26-07-2019,Returning,Mississippi,Product 1,499,5,2495,on-time,no,(3) ok,,,,,,,,,,,
27-07-2019,Returning,Florida,Product 1,499,2,998,on-time,yes,(3) ok,,,,,,,,,,,
27-07-2019,Returning,Georgia,Product 1,499,1,499,on-time,no,(5) very high,,,,,,,,,,,
27-07-2019,Returning,Florida,Product 1,499,2,998,delayed,no,(2) low,,,,,,,,,,,
27-07-2019,Returning,North Carolina,Product 1,499,8,3992,on-time,no,(1) very low,,,,,,,,,,,
30-07-2019,Returning,Alabama,Product 1,499,6,2994,delayed,no,(3) ok,,,,,,,,,,,
31-07-2019,Returning,South Carolina,Product 1,499,9,4491,on-time,no,(3) ok,,,,,,,,,,,
31-07-2019,Returning,South Carolina,Product 1,499,7,3493,delayed,no,(5) very high,,,,,,,,,,,
02-08-2019,Returning,North Carolina,Product 1,499,5,2495,on-time,no,(3) ok,,,,,,,,,,,
05-08-2019,Returning,Mississippi,Product 1,499,1,499,on-time,no,(4) high,,,,,,,,,,,
09-08-2019,Returning,Georgia,Product 1,499,2,998,on-time,no,(3) ok,,,,,,,,,,,
11-08-2019,Returning,Mississippi,Product 1,499,8,3992,on-time,no,(3) ok,,,,,,,,,,,
11-08-2019,Returning,Florida,Product 1,499,3,1497,on-time,no,(4) high,,,,,,,,,,,
16-08-2019,Returning,Mississippi,Product 1,499,8,3992,on-time,no,(2) low,,,,,,,,,,,
17-08-2019,Returning,South Carolina,Product 1,499,9,4491,on-time,no,(4) high,,,,,,,,,,,
18-08-2019,Returning,North Carolina,Product 1,499,5,2495,delayed,yes,(4) high,,,,,,,,,,,
18-08-2019,Returning,Mississippi,Product 1,499,6,2994,on-time,no,(2) low,,,,,,,,,,,
28-08-2019,Returning,Tennessee,Product 1,499,2,998,on-time,no,(5) very high,,,,,,,,,,,
01-09-2019,Returning,South Carolina,Product 1,499,3,1497,on-time,yes,(4) high,,,,,,,,,,,
04-09-2019,Returning,Alabama,Product 1,499,7,3493,on-time,no,(2) low,,,,,,,,,,,
14-09-2019,Returning,Tennessee,Product 1,499,3,1497,on-time,no,(3) ok,,,,,,,,,,,
16-09-2019,Returning,Alabama,Product 1,499,9,4491,on-time,no,(3) ok,,,,,,,,,,,
16-09-2019,Returning,Alabama,Product 1,499,9,4491,delayed,yes,(3) ok,,,,,,,,,,,
18-09-2019,Returning,South Carolina,Product 1,499,7,3493,on-time,no,(5) very high,,,,,,,,,,,
23-09-2019,Returning,Alabama,Product 1,499,10,4990,delayed,no,(3) ok,,,,,,,,,,,
30-09-2019,Returning,North Carolina,Product 1,499,6,2994,on-time,yes,(3) ok,,,,,,,,,,,
01-10-2019,Returning,North Carolina,Product 1,499,9,4491,on-time,no,(3) ok,,,,,,,,,,,
04-10-2019,Returning,Florida,Product 1,499,3,1497,delayed,no,(3) ok,,,,,,,,,,,
05-10-2019,Returning,South Carolina,Product 1,499,7,3493,on-time,no,(3) ok,,,,,,,,,,,
10-10-2019,Returning,Florida,Product 1,499,10,4990,on-time,no,(3) ok,,,,,,,,,,,
19-10-2019,Returning,Florida,Product 1,499,8,3992,on-time,yes,(5) very high,,,,,,,,,,,
25-10-2019,Returning,North Carolina,Product 1,499,4,1996,on-time,no,(3) ok,,,,,,,,,,,
26-10-2019,Returning,Mississippi,Product 1,499,8,3992,on-time,no,(3) ok,,,,,,,,,,,
27-10-2019,Returning,Mississippi,Product 1,499,4,1996,on-time,no,(2) low,,,,,,,,,,,
03-11-2019,Returning,Alabama,Product 1,499,1,499,delayed,yes,(1) very low,,,,,,,,,,,
05-11-2019,Returning,South Carolina,Product 1,499,4,1996,delayed,no,(3) ok,,,,,,,,,,,
06-11-2019,Returning,North Carolina,Product 1,499,10,4990,on-time,no,(3) ok,,,,,,,,,,,
13-11-2019,Returning,Alabama,Product 1,499,4,1996,on-time,yes,(1) very low,,,,,,,,,,,
16-11-2019,Returning,Tennessee,Product 1,499,8,3992,delayed,no,(2) low,,,,,,,,,,,
16-11-2019,Returning,Alabama,Product 1,499,3,1497,on-time,no,(4) high,,,,,,,,,,,
17-11-2019,Returning,Alabama,Product 1,499,6,2994,on-time,no,(4) high,,,,,,,,,,,
18-11-2019,Returning,Alabama,Product 1,499,1,499,on-time,no,(4) high,,,,,,,,,,,
23-11-2019,Returning,North Carolina,Product 1,499,5,2495,delayed,no,(3) ok,,,,,,,,,,,
27-11-2019,Returning,Georgia,Product 1,499,9,4491,on-time,no,(4) high,,,,,,,,,,,
29-11-2019,Returning,Georgia,Product 1,499,6,2994,on-time,no,(3) ok,,,,,,,,,,,
06-12-2019,Returning,Florida,Product 1,499,9,4491,delayed,no,(2) low,,,,,,,,,,,
12-12-2019,Returning,Florida,Product 1,499,9,4491,delayed,no,(3) ok,,,,,,,,,,,
15-12-2019,Returning,South Carolina,Product 1,499,5,2495,on-time,no,(5) very high,,,,,,,,,,,
19-12-2019,Returning,South Carolina,Product 1,499,6,2994,on-time,no,(3) ok,,,,,,,,,,,
23-12-2019,Returning,Georgia,Product 1,499,6,2994,delayed,no,(5) very high,,,,,,,,,,,
31-12-2019,Returning,Tennessee,Product 1,499,3,1497,delayed,yes,(3) ok,,,,,,,,,,,
03-01-2017,Returning,Mississippi,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
03-01-2017,Returning,North Carolina,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
13-01-2017,Returning,South Carolina,Product 2,199,1,199,delayed,yes,(2) low,,,,,,,,,,,
14-01-2017,Returning,Mississippi,Product 2,199,4,796,on-time,no,(4) high,,,,,,,,,,,
28-01-2017,Returning,South Carolina,Product 2,199,1,199,on-time,yes,(4) high,,,,,,,,,,,
28-01-2017,Returning,South Carolina,Product 2,199,6,1194,on-time,no,(4) high,,,,,,,,,,,
30-01-2017,Returning,Tennessee,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
05-02-2017,Returning,Florida,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
05-02-2017,Returning,South Carolina,Product 2,199,9,1791,on-time,no,(3) ok,,,,,,,,,,,
05-02-2017,Returning,South Carolina,Product 2,199,8,1592,on-time,no,(4) high,,,,,,,,,,,
10-02-2017,Returning,Alabama,Product 2,199,9,1791,on-time,yes,(5) very high,,,,,,,,,,,
10-02-2017,Returning,Georgia,Product 2,199,5,995,on-time,no,(1) very low,,,,,,,,,,,
13-02-2017,Returning,South Carolina,Product 2,199,3,597,on-time,yes,(3) ok,,,,,,,,,,,
17-02-2017,Returning,Mississippi,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
25-02-2017,Returning,Alabama,Product 2,199,4,796,on-time,no,(2) low,,,,,,,,,,,
27-02-2017,Returning,Florida,Product 2,199,10,1990,on-time,no,(2) low,,,,,,,,,,,
28-02-2017,Returning,Mississippi,Product 2,199,7,1393,on-time,no,(1) very low,,,,,,,,,,,
06-03-2017,Returning,North Carolina,Product 2,199,10,1990,delayed,no,(1) very low,,,,,,,,,,,
12-03-2017,Returning,Florida,Product 2,199,10,1990,delayed,no,(3) ok,,,,,,,,,,,
15-03-2017,Returning,Georgia,Product 2,199,3,597,delayed,yes,(1) very low,,,,,,,,,,,
17-03-2017,Returning,Alabama,Product 2,199,3,597,on-time,yes,(5) very high,,,,,,,,,,,
21-03-2017,Returning,Alabama,Product 2,199,9,1791,on-time,yes,(2) low,,,,,,,,,,,
26-03-2017,Returning,Alabama,Product 2,199,2,398,on-time,no,(5) very high,,,,,,,,,,,
02-04-2017,Returning,Georgia,Product 2,199,8,1592,on-time,yes,(3) ok,,,,,,,,,,,
02-04-2017,Returning,Mississippi,Product 2,199,3,597,delayed,no,(2) low,,,,,,,,,,,
10-04-2017,Returning,Florida,Product 2,199,6,1194,on-time,no,(4) high,,,,,,,,,,,
10-04-2017,Returning,Alabama,Product 2,199,4,796,delayed,no,(4) high,,,,,,,,,,,
16-04-2017,Returning,Florida,Product 2,199,8,1592,on-time,no,(2) low,,,,,,,,,,,
18-04-2017,Returning,Florida,Product 2,199,7,1393,delayed,no,(3) ok,,,,,,,,,,,
18-04-2017,Returning,Georgia,Product 2,199,10,1990,on-time,no,(2) low,,,,,,,,,,,
21-04-2017,Returning,Georgia,Product 2,199,8,1592,on-time,no,(3) ok,,,,,,,,,,,
21-04-2017,Returning,Georgia,Product 2,199,2,398,on-time,no,(1) very low,,,,,,,,,,,
24-04-2017,Returning,Alabama,Product 2,199,4,796,delayed,no,(4) high,,,,,,,,,,,
26-04-2017,Returning,Georgia,Product 2,199,4,796,delayed,no,(5) very high,,,,,,,,,,,
02-05-2017,Returning,Florida,Product 2,199,6,1194,on-time,no,(2) low,,,,,,,,,,,
04-05-2017,Returning,Alabama,Product 2,199,10,1990,on-time,no,(4) high,,,,,,,,,,,
06-05-2017,Returning,Florida,Product 2,199,4,796,on-time,no,(5) very high,,,,,,,,,,,
13-05-2017,Returning,South Carolina,Product 2,199,4,796,delayed,no,(3) ok,,,,,,,,,,,
14-05-2017,Returning,South Carolina,Product 2,199,2,398,on-time,no,(4) high,,,,,,,,,,,
26-05-2017,Returning,Florida,Product 2,199,3,597,on-time,no,(3) ok,,,,,,,,,,,
29-05-2017,Returning,South Carolina,Product 2,199,8,1592,delayed,no,(5) very high,,,,,,,,,,,
03-06-2017,Returning,Alabama,Product 2,199,1,199,on-time,no,(1) very low,,,,,,,,,,,
03-06-2017,Returning,Georgia,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
09-06-2017,Returning,South Carolina,Product 2,199,6,1194,on-time,no,(3) ok,,,,,,,,,,,
09-06-2017,Returning,South Carolina,Product 2,199,9,1791,delayed,no,(1) very low,,,,,,,,,,,
09-06-2017,Returning,Alabama,Product 2,199,6,1194,on-time,no,(4) high,,,,,,,,,,,
10-06-2017,Returning,Georgia,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
10-06-2017,Returning,North Carolina,Product 2,199,7,1393,delayed,no,(5) very high,,,,,,,,,,,
11-06-2017,Returning,Alabama,Product 2,199,5,995,on-time,no,(4) high,,,,,,,,,,,
11-06-2017,Returning,Georgia,Product 2,199,4,796,on-time,no,(4) high,,,,,,,,,,,
12-06-2017,Returning,South Carolina,Product 2,199,9,1791,on-time,no,(2) low,,,,,,,,,,,
13-06-2017,Returning,South Carolina,Product 2,199,4,796,delayed,no,(5) very high,,,,,,,,,,,
14-06-2017,Returning,Mississippi,Product 2,199,3,597,on-time,no,(1) very low,,,,,,,,,,,
15-06-2017,Returning,Florida,Product 2,199,10,1990,delayed,no,(4) high,,,,,,,,,,,
21-06-2017,Returning,North Carolina,Product 2,199,3,597,on-time,no,(4) high,,,,,,,,,,,
04-07-2017,Returning,South Carolina,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
07-07-2017,Returning,Tennessee,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
10-07-2017,Returning,Alabama,Product 2,199,9,1791,on-time,no,(2) low,,,,,,,,,,,
13-07-2017,Returning,South Carolina,Product 2,199,6,1194,on-time,no,(4) high,,,,,,,,,,,
15-07-2017,Returning,Tennessee,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
15-07-2017,Returning,Tennessee,Product 2,199,5,995,delayed,no,(4) high,,,,,,,,,,,
17-07-2017,Returning,North Carolina,Product 2,199,8,1592,delayed,no,(3) ok,,,,,,,,,,,
18-07-2017,Returning,Tennessee,Product 2,199,2,398,delayed,yes,(3) ok,,,,,,,,,,,
20-07-2017,Returning,Alabama,Product 2,199,4,796,delayed,yes,(2) low,,,,,,,,,,,
20-07-2017,Returning,North Carolina,Product 2,199,1,199,delayed,no,(3) ok,,,,,,,,,,,
21-07-2017,Returning,North Carolina,Product 2,199,2,398,delayed,no,(2) low,,,,,,,,,,,
23-07-2017,Returning,Alabama,Product 2,199,9,1791,on-time,no,(1) very low,,,,,,,,,,,
23-07-2017,Returning,Georgia,Product 2,199,4,796,on-time,no,(4) high,,,,,,,,,,,
29-07-2017,Returning,South Carolina,Product 2,199,5,995,on-time,no,(2) low,,,,,,,,,,,
29-07-2017,Returning,Alabama,Product 2,199,10,1990,on-time,no,(4) high,,,,,,,,,,,
02-08-2017,Returning,Florida,Product 2,199,7,1393,on-time,no,(2) low,,,,,,,,,,,
03-08-2017,Returning,Mississippi,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
07-08-2017,Returning,Florida,Product 2,199,1,199,on-time,no,(2) low,,,,,,,,,,,
15-08-2017,Returning,South Carolina,Product 2,199,7,1393,delayed,no,(3) ok,,,,,,,,,,,
18-08-2017,Returning,Georgia,Product 2,199,2,398,delayed,no,(1) very low,,,,,,,,,,,
18-08-2017,Returning,North Carolina,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
18-08-2017,Returning,Alabama,Product 2,199,9,1791,on-time,no,(5) very high,,,,,,,,,,,
23-08-2017,Returning,South Carolina,Product 2,199,2,398,on-time,no,(5) very high,,,,,,,,,,,
27-08-2017,Returning,Georgia,Product 2,199,9,1791,on-time,yes,(2) low,,,,,,,,,,,
28-08-2017,Returning,Alabama,Product 2,199,2,398,on-time,yes,(3) ok,,,,,,,,,,,
29-08-2017,Returning,Alabama,Product 2,199,2,398,delayed,no,(4) high,,,,,,,,,,,
31-08-2017,Returning,Mississippi,Product 2,199,7,1393,delayed,no,(3) ok,,,,,,,,,,,
02-09-2017,Returning,Florida,Product 2,199,6,1194,on-time,yes,(4) high,,,,,,,,,,,
07-09-2017,Returning,North Carolina,Product 2,199,1,199,on-time,yes,(4) high,,,,,,,,,,,
18-09-2017,Returning,Georgia,Product 2,199,6,1194,delayed,no,(1) very low,,,,,,,,,,,
18-09-2017,Returning,Mississippi,Product 2,199,9,1791,on-time,no,(3) ok,,,,,,,,,,,
18-09-2017,Returning,Tennessee,Product 2,199,8,1592,on-time,no,(3) ok,,,,,,,,,,,
18-09-2017,Returning,Florida,Product 2,199,6,1194,delayed,no,(3) ok,,,,,,,,,,,
20-09-2017,Returning,Georgia,Product 2,199,4,796,delayed,no,(3) ok,,,,,,,,,,,
22-09-2017,Returning,Alabama,Product 2,199,6,1194,delayed,no,(5) very high,,,,,,,,,,,
22-09-2017,Returning,Alabama,Product 2,199,6,1194,on-time,no,(3) ok,,,,,,,,,,,
23-09-2017,Returning,Mississippi,Product 2,199,6,1194,delayed,no,(4) high,,,,,,,,,,,
26-09-2017,Returning,Florida,Product 2,199,8,1592,on-time,no,(4) high,,,,,,,,,,,
05-10-2017,Returning,Georgia,Product 2,199,2,398,on-time,no,(4) high,,,,,,,,,,,
09-10-2017,Returning,Alabama,Product 2,199,9,1791,on-time,no,(2) low,,,,,,,,,,,
14-10-2017,Returning,Alabama,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
16-10-2017,Returning,Georgia,Product 2,199,4,796,on-time,no,(5) very high,,,,,,,,,,,
17-10-2017,Returning,Tennessee,Product 2,199,3,597,delayed,no,(3) ok,,,,,,,,,,,
21-10-2017,Returning,Mississippi,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
22-10-2017,Returning,Florida,Product 2,199,5,995,on-time,no,(4) high,,,,,,,,,,,
27-10-2017,Returning,South Carolina,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
28-10-2017,Returning,North Carolina,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
28-10-2017,Returning,Mississippi,Product 2,199,7,1393,on-time,no,(2) low,,,,,,,,,,,
28-10-2017,Returning,Georgia,Product 2,199,9,1791,delayed,no,(2) low,,,,,,,,,,,
30-10-2017,Returning,South Carolina,Product 2,199,3,597,on-time,no,(2) low,,,,,,,,,,,
30-10-2017,Returning,North Carolina,Product 2,199,7,1393,on-time,no,(3) ok,,,,,,,,,,,
01-11-2017,Returning,Georgia,Product 2,199,3,597,on-time,no,(4) high,,,,,,,,,,,
01-11-2017,Returning,Florida,Product 2,199,8,1592,on-time,no,(4) high,,,,,,,,,,,
01-11-2017,Returning,North Carolina,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
03-11-2017,Returning,Alabama,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
05-11-2017,Returning,Tennessee,Product 2,199,4,796,delayed,no,(5) very high,,,,,,,,,,,
05-11-2017,Returning,North Carolina,Product 2,199,2,398,on-time,no,(5) very high,,,,,,,,,,,
09-11-2017,Returning,Georgia,Product 2,199,3,597,on-time,no,(5) very high,,,,,,,,,,,
13-11-2017,Returning,Tennessee,Product 2,199,3,597,on-time,no,(1) very low,,,,,,,,,,,
13-11-2017,Returning,North Carolina,Product 2,199,6,1194,on-time,no,(3) ok,,,,,,,,,,,
20-11-2017,Returning,Alabama,Product 2,199,3,597,delayed,no,(3) ok,,,,,,,,,,,
25-11-2017,Returning,South Carolina,Product 2,199,1,199,delayed,no,(2) low,,,,,,,,,,,
02-12-2017,Returning,Georgia,Product 2,199,10,1990,on-time,no,(1) very low,,,,,,,,,,,
02-12-2017,Returning,Georgia,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
07-12-2017,Returning,South Carolina,Product 2,199,10,1990,on-time,no,(3) ok,,,,,,,,,,,
13-12-2017,Returning,Florida,Product 2,199,5,995,delayed,no,(3) ok,,,,,,,,,,,
26-12-2017,Returning,North Carolina,Product 2,199,3,597,on-time,no,(3) ok,,,,,,,,,,,
26-12-2017,Returning,Florida,Product 2,199,9,1791,on-time,no,(3) ok,,,,,,,,,,,
01-01-2018,Returning,Tennessee,Product 2,199,6,1194,delayed,no,(3) ok,,,,,,,,,,,
02-01-2018,Returning,Mississippi,Product 2,199,9,1791,on-time,no,(4) high,,,,,,,,,,,
02-01-2018,Returning,South Carolina,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
02-01-2018,Returning,Tennessee,Product 2,199,3,597,on-time,no,(2) low,,,,,,,,,,,
02-01-2018,Returning,Tennessee,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
05-01-2018,Returning,Tennessee,Product 2,199,10,1990,on-time,no,(5) very high,,,,,,,,,,,
05-01-2018,Returning,Tennessee,Product 2,199,4,796,delayed,no,(1) very low,,,,,,,,,,,
05-01-2018,Returning,Florida,Product 2,199,4,796,on-time,no,(4) high,,,,,,,,,,,
09-01-2018,Returning,North Carolina,Product 2,199,6,1194,on-time,no,(4) high,,,,,,,,,,,
11-01-2018,Returning,South Carolina,Product 2,199,6,1194,delayed,no,(4) high,,,,,,,,,,,
13-01-2018,Returning,Georgia,Product 2,199,9,1791,on-time,no,(3) ok,,,,,,,,,,,
14-01-2018,Returning,Georgia,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
18-01-2018,Returning,Mississippi,Product 2,199,8,1592,delayed,no,(1) very low,,,,,,,,,,,
20-01-2018,Returning,Alabama,Product 2,199,1,199,on-time,no,(4) high,,,,,,,,,,,
20-01-2018,Returning,Tennessee,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
22-01-2018,Returning,South Carolina,Product 2,199,1,199,on-time,no,(1) very low,,,,,,,,,,,
22-01-2018,Returning,Mississippi,Product 2,199,7,1393,delayed,yes,(3) ok,,,,,,,,,,,
29-01-2018,Returning,Georgia,Product 2,199,8,1592,on-time,no,(2) low,,,,,,,,,,,
30-01-2018,Returning,North Carolina,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
02-02-2018,Returning,Alabama,Product 2,199,9,1791,delayed,no,(3) ok,,,,,,,,,,,
02-02-2018,Returning,Alabama,Product 2,199,4,796,delayed,no,(3) ok,,,,,,,,,,,
09-02-2018,Returning,Georgia,Product 2,199,4,796,delayed,yes,(3) ok,,,,,,,,,,,
09-02-2018,Returning,Alabama,Product 2,199,3,597,delayed,no,(2) low,,,,,,,,,,,
12-02-2018,Returning,Georgia,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
12-02-2018,Returning,Tennessee,Product 2,199,8,1592,delayed,no,(3) ok,,,,,,,,,,,
12-02-2018,Returning,North Carolina,Product 2,199,2,398,on-time,no,(4) high,,,,,,,,,,,
16-02-2018,Returning,Florida,Product 2,199,6,1194,on-time,no,(1) very low,,,,,,,,,,,
18-02-2018,Returning,South Carolina,Product 2,199,10,1990,delayed,no,(2) low,,,,,,,,,,,
20-02-2018,Returning,Georgia,Product 2,199,5,995,delayed,yes,(3) ok,,,,,,,,,,,
22-02-2018,Returning,Georgia,Product 2,199,9,1791,on-time,no,(5) very high,,,,,,,,,,,
23-02-2018,Returning,South Carolina,Product 2,199,6,1194,delayed,no,(4) high,,,,,,,,,,,
25-02-2018,Returning,Tennessee,Product 2,199,3,597,on-time,no,(4) high,,,,,,,,,,,
02-03-2018,Returning,Florida,Product 2,199,3,597,on-time,no,(1) very low,,,,,,,,,,,
02-03-2018,Returning,Mississippi,Product 2,199,4,796,on-time,no,(2) low,,,,,,,,,,,
06-03-2018,Returning,North Carolina,Product 2,199,4,796,delayed,no,(3) ok,,,,,,,,,,,
08-03-2018,Returning,Tennessee,Product 2,199,2,398,on-time,no,(2) low,,,,,,,,,,,
09-03-2018,Returning,Tennessee,Product 2,199,6,1194,delayed,no,(4) high,,,,,,,,,,,
12-03-2018,Returning,Alabama,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
13-03-2018,Returning,Mississippi,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
16-03-2018,Returning,Georgia,Product 2,199,6,1194,delayed,no,(4) high,,,,,,,,,,,
16-03-2018,Returning,Georgia,Product 2,199,5,995,on-time,no,(4) high,,,,,,,,,,,
17-03-2018,Returning,Mississippi,Product 2,199,5,995,on-time,no,(1) very low,,,,,,,,,,,
27-03-2018,Returning,Mississippi,Product 2,199,10,1990,on-time,no,(2) low,,,,,,,,,,,
29-03-2018,Returning,Mississippi,Product 2,199,10,1990,on-time,no,(5) very high,,,,,,,,,,,
31-03-2018,Returning,Georgia,Product 2,199,4,796,delayed,no,(1) very low,,,,,,,,,,,
01-04-2018,Returning,Florida,Product 2,199,2,398,delayed,no,(3) ok,,,,,,,,,,,
03-04-2018,Returning,Georgia,Product 2,199,8,1592,on-time,no,(5) very high,,,,,,,,,,,
05-04-2018,Returning,Florida,Product 2,199,7,1393,on-time,no,(2) low,,,,,,,,,,,
09-04-2018,Returning,Mississippi,Product 2,199,2,398,on-time,no,(3) ok,,,,,,,,,,,
10-04-2018,Returning,Florida,Product 2,199,9,1791,on-time,no,(4) high,,,,,,,,,,,
18-04-2018,Returning,Tennessee,Product 2,199,4,796,delayed,no,(1) very low,,,,,,,,,,,
22-04-2018,Returning,Florida,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
22-04-2018,Returning,Mississippi,Product 2,199,7,1393,on-time,no,(1) very low,,,,,,,,,,,
28-04-2018,Returning,Mississippi,Product 2,199,9,1791,delayed,no,(2) low,,,,,,,,,,,
02-05-2018,Returning,Tennessee,Product 2,199,6,1194,on-time,no,(2) low,,,,,,,,,,,
05-05-2018,Returning,South Carolina,Product 2,199,3,597,delayed,no,(4) high,,,,,,,,,,,
09-05-2018,Returning,Florida,Product 2,199,6,1194,on-time,no,(5) very high,,,,,,,,,,,
16-05-2018,Returning,Alabama,Product 2,199,1,199,on-time,no,(1) very low,,,,,,,,,,,
17-05-2018,Returning,North Carolina,Product 2,199,9,1791,on-time,no,(5) very high,,,,,,,,,,,
01-06-2018,Returning,Mississippi,Product 2,199,5,995,on-time,no,(1) very low,,,,,,,,,,,
08-06-2018,Returning,Alabama,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
14-06-2018,Returning,Florida,Product 2,199,4,796,on-time,no,(4) high,,,,,,,,,,,
19-06-2018,Returning,South Carolina,Product 2,199,2,398,on-time,no,(5) very high,,,,,,,,,,,
28-06-2018,Returning,Georgia,Product 2,199,10,1990,on-time,no,(2) low,,,,,,,,,,,
02-07-2018,Returning,Alabama,Product 2,199,5,995,on-time,no,(3) ok,,,,,,,,,,,
04-07-2018,Returning,Tennessee,Product 2,199,6,1194,on-time,no,(4) high,,,,,,,,,,,
06-07-2018,Returning,Alabama,Product 2,199,4,796,on-time,no,(3) ok,,,,,,,,,,,
14-07-2018,Returning,Florida,Product 2,199,3,597,on-time,no,(4) high,,,,,,,,,,,
18-07-2018,Returning,North Carolina,Product 2,199,7,1393,delayed,yes,(1) very low,,,,,,,,,,,
30-07-2018,Returning,Mississippi,Product 2,199,7,1393,on-time,no,(2) low,,,,,,,,,,,
30-07-2018,Returning,Alabama,Product 2,199,6,1194,delayed,no,(3) ok,,,,,,,,,,,
31-07-2018,Returning,Georgia,Product 2,199,8,1592,delayed,no,(3) ok,,,,,,,,,,,
01-08-2018,Returning,Florida,Product 2,199,10,1990,delayed,yes,(3) ok,,,,,,,,,,,
01-08-2018,Returning,Alabama,Product 2,199,4,796,delayed,no,(3) ok,,,,,,,,,,,
10-08-2018,Returning,Georgia,Product 2,199,8,1592,on-time,no,(3) ok,,,,,,,,,,,
24-08-2018,Returning,Georgia,Product 2,199,1,199,on-time,no,(3) ok,,,,,,,,,,,
26-08-2018,Returning,Florida,Product 2,199,3,597,delayed,no,(4) high,,,,,,,,,,,
26-08-2018,Returning,Georgia,Product 2,199,6,1194,on-time,no,(3) ok,,,,,,,,,,,
29-08-2018,Returning,Florida,Product 2,199,5,995,on-time,no,(4) high,,,,,,,,,,,
